"ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME",
"CVG","Cincinnati, OH","ORD","Chicago, IL",
"CVG","Cincinnati, OH","SEA","Seattle, WA",
"CVG","Cincinnati, OH","BDL","Hartford, CT",
"CVG","Cincinnati, OH","LAL","Lakeland, FL",
"CVG","Cincinnati, OH","AFW","Dallas/Fort Worth, TX",
"CVG","Cincinnati, OH","JFK","New York, NY",
"CVG","Cincinnati, OH","ORD","Chicago, IL",
"CVG","Cincinnati, OH","DFW","Dallas/Fort Worth, TX",
"CVG","Cincinnati, OH","CLT","Charlotte, NC",
"CVG","Cincinnati, OH","PHL","Philadelphia, PA",
"CVG","Cincinnati, OH","TYS","Knoxville, TN",
"CVG","Cincinnati, OH","CRW","Charleston/Dunbar, WV",
"CVG","Cincinnati, OH","CLT","Charlotte, NC",
"CVG","Cincinnati, OH","PHL","Philadelphia, PA",
"CVG","Cincinnati, OH","DEN","Denver, CO",
"CVG","Cincinnati, OH","BWI","Baltimore, MD",
"CVG","Cincinnati, OH","MDW","Chicago, IL",
"CVG","Cincinnati, OH","DEN","Denver, CO",
"CVG","Cincinnati, OH","BWI","Baltimore, MD",
"CVG","Cincinnati, OH","MKE","Milwaukee, WI",
"CVG","Cincinnati, OH","DAL","Dallas, TX",
"CVG","Cincinnati, OH","HOU","Houston, TX",
"CVG","Cincinnati, OH","MDW","Chicago, IL",
"CVG","Cincinnati, OH","MCO","Orlando, FL",
"CVG","Cincinnati, OH","IAH","Houston, TX",
"CVG","Cincinnati, OH","IAD","Washington, DC",
"CVG","Cincinnati, OH","IAD","Washington, DC",
"CVG","Cincinnati, OH","STL","St. Louis, MO",
"CVG","Cincinnati, OH","DEN","Denver, CO",
"CVG","Cincinnati, OH","MEM","Memphis, TN",
"CVG","Cincinnati, OH","ORD","Chicago, IL",
"CVG","Cincinnati, OH","BWI","Baltimore, MD",
"CVG","Cincinnati, OH","SEA","Seattle, WA",
"CVG","Cincinnati, OH","CLT","Charlotte, NC",
"CVG","Cincinnati, OH","JFK","New York, NY",
"CVG","Cincinnati, OH","WRI","Fort Dix, NJ",
"CVG","Cincinnati, OH","HRL","Harlingen/San Benito, TX",
"CVG","Cincinnati, OH","MIA","Miami, FL",
"CVG","Cincinnati, OH","ORD","Chicago, IL",
"CVG","Cincinnati, OH","SEA","Seattle, WA",
"CVG","Cincinnati, OH","PHX","Phoenix, AZ",
"CVG","Cincinnati, OH","JFK","New York, NY",
"CVG","Cincinnati, OH","BWI","Baltimore, MD",
"CVG","Cincinnati, OH","SEA","Seattle, WA",
"CVG","Cincinnati, OH","PHL","Philadelphia, PA",
"CVG","Cincinnati, OH","HRL","Harlingen/San Benito, TX",
"CVG","Cincinnati, OH","SJU","San Juan, PR",
"CVG","Cincinnati, OH","SJU","San Juan, PR",
"CVG","Cincinnati, OH","ORD","Chicago, IL",
"CVG","Cincinnati, OH","IAH","Houston, TX",
"CVG","Cincinnati, OH","DEN","Denver, CO",
"CVG","Cincinnati, OH","TUS","Tucson, AZ",
"CVG","Cincinnati, OH","PNS","Pensacola, FL",
"CVG","Cincinnati, OH","COS","Colorado Springs, CO",
"CVG","Cincinnati, OH","ORD","Chicago, IL",
"CVG","Cincinnati, OH","TPA","Tampa, FL",
"CVG","Cincinnati, OH","DEN","Denver, CO",
"CVG","Cincinnati, OH","SLC","Salt Lake City, UT",
"CVG","Cincinnati, OH","ATL","Atlanta, GA",
"CVG","Cincinnati, OH","LAX","Los Angeles, CA",
"CVG","Cincinnati, OH","FLL","Fort Lauderdale, FL",
"CVG","Cincinnati, OH","RSW","Fort Myers, FL",
"CVG","Cincinnati, OH","MCO","Orlando, FL",
"CVG","Cincinnati, OH","DTW","Detroit, MI",
"CVG","Cincinnati, OH","FLL","Fort Lauderdale, FL",
"CVG","Cincinnati, OH","SLC","Salt Lake City, UT",
"CVG","Cincinnati, OH","LAS","Las Vegas, NV",
"CVG","Cincinnati, OH","ATL","Atlanta, GA",
"CVG","Cincinnati, OH","LAX","Los Angeles, CA",
"CVG","Cincinnati, OH","FLL","Fort Lauderdale, FL",
"CVG","Cincinnati, OH","MCO","Orlando, FL",
"CVG","Cincinnati, OH","ATL","Atlanta, GA",
"CVG","Cincinnati, OH","CVG","Cincinnati, OH",
"CVG","Cincinnati, OH","MIA","Miami, FL",
"CVG","Cincinnati, OH","IAH","Houston, TX",
"CVG","Cincinnati, OH","DEN","Denver, CO",
"CVG","Cincinnati, OH","BWI","Baltimore, MD",
"CVG","Cincinnati, OH","DFW","Dallas/Fort Worth, TX",
"CVG","Cincinnati, OH","AUS","Austin, TX",
"CVG","Cincinnati, OH","MIA","Miami, FL",
"CVG","Cincinnati, OH","IAH","Houston, TX",
"CVG","Cincinnati, OH","EWR","Newark, NJ",
"CVG","Cincinnati, OH","DTW","Detroit, MI",
"CVG","Cincinnati, OH","ELP","El Paso, TX",
"CVG","Cincinnati, OH","CID","Cedar Rapids/Iowa City, IA",
"CVG","Cincinnati, OH","MSY","New Orleans, LA",
"CVG","Cincinnati, OH","BNA","Nashville, TN",
"CVG","Cincinnati, OH","TUL","Tulsa, OK",
"CVG","Cincinnati, OH","MCI","Kansas City, MO",
"CVG","Cincinnati, OH","RIC","Richmond, VA",
"CVG","Cincinnati, OH","ROC","Rochester, NY",
"CVG","Cincinnati, OH","MEM","Memphis, TN",
"CVG","Cincinnati, OH","DFW","Dallas/Fort Worth, TX",
"CVG","Cincinnati, OH","PHX","Phoenix, AZ",
"CVG","Cincinnati, OH","ONT","Ontario, CA",
"CVG","Cincinnati, OH","PHX","Phoenix, AZ",
"CVG","Cincinnati, OH","AUS","Austin, TX",
"CVG","Cincinnati, OH","RIC","Richmond, VA",
"CVG","Cincinnati, OH","MIA","Miami, FL",
"CVG","Cincinnati, OH","ORD","Chicago, IL",
"CVG","Cincinnati, OH","ORD","Chicago, IL",
"CVG","Cincinnati, OH","EWR","Newark, NJ",
"CVG","Cincinnati, OH","MIA","Miami, FL",
"CVG","Cincinnati, OH","TPA","Tampa, FL",
"CVG","Cincinnati, OH","DEN","Denver, CO",
"CVG","Cincinnati, OH","LAS","Las Vegas, NV",
"CVG","Cincinnati, OH","RSW","Fort Myers, FL",
"CVG","Cincinnati, OH","MCO","Orlando, FL",
"CVG","Cincinnati, OH","MIA","Miami, FL",
"CVG","Cincinnati, OH","TPA","Tampa, FL",
"CVG","Cincinnati, OH","DEN","Denver, CO",
"CVG","Cincinnati, OH","LAS","Las Vegas, NV",
"CVG","Cincinnati, OH","SRQ","Sarasota/Bradenton, FL",
"CVG","Cincinnati, OH","RSW","Fort Myers, FL",
"CVG","Cincinnati, OH","MCO","Orlando, FL",
"CVG","Cincinnati, OH","MIA","Miami, FL",
"CVG","Cincinnati, OH","TPA","Tampa, FL",
"CVG","Cincinnati, OH","DEN","Denver, CO",
"CVG","Cincinnati, OH","SRQ","Sarasota/Bradenton, FL",
"CVG","Cincinnati, OH","RSW","Fort Myers, FL",
"CVG","Cincinnati, OH","MCO","Orlando, FL",
"CVG","Cincinnati, OH","VPS","Valparaiso, FL",
"CVG","Cincinnati, OH","LAS","Las Vegas, NV",
"CVG","Cincinnati, OH","JAX","Jacksonville, FL",
"CVG","Cincinnati, OH","SFB","Sanford, FL",
"CVG","Cincinnati, OH","MSY","New Orleans, LA",
"CVG","Cincinnati, OH","PIE","St. Petersburg, FL",
"CVG","Cincinnati, OH","LAX","Los Angeles, CA",
"CVG","Cincinnati, OH","FLL","Fort Lauderdale, FL",
"CVG","Cincinnati, OH","SAV","Savannah, GA",
"CVG","Cincinnati, OH","DEN","Denver, CO",
"CVG","Cincinnati, OH","DEN","Denver, CO",
"CVG","Cincinnati, OH","IAH","Houston, TX",
"CVG","Cincinnati, OH","ELP","El Paso, TX",
"CVG","Cincinnati, OH","BDL","Hartford, CT",
"CVG","Cincinnati, OH","ATL","Atlanta, GA",
"CVG","Cincinnati, OH","JFK","New York, NY",
"CVG","Cincinnati, OH","ROC","Rochester, NY",
"CVG","Cincinnati, OH","HRL","Harlingen/San Benito, TX",
"CVG","Cincinnati, OH","DFW","Dallas/Fort Worth, TX",
"CVG","Cincinnati, OH","ANC","Anchorage, AK",
"CVG","Cincinnati, OH","CVG","Cincinnati, OH",
"CVG","Cincinnati, OH","ANC","Anchorage, AK",
"CVG","Cincinnati, OH","EWR","Newark, NJ",
"CVG","Cincinnati, OH","VPS","Valparaiso, FL",
"CVG","Cincinnati, OH","DEN","Denver, CO",
"CVG","Cincinnati, OH","LAS","Las Vegas, NV",
"CVG","Cincinnati, OH","PGD","Punta Gorda, FL",
"CVG","Cincinnati, OH","JAX","Jacksonville, FL",
"CVG","Cincinnati, OH","AZA","Phoenix, AZ",
"CVG","Cincinnati, OH","SFB","Sanford, FL",
"CVG","Cincinnati, OH","MSY","New Orleans, LA",
"CVG","Cincinnati, OH","PIE","St. Petersburg, FL",
"CVG","Cincinnati, OH","LAX","Los Angeles, CA",
"CVG","Cincinnati, OH","FLL","Fort Lauderdale, FL",
"CVG","Cincinnati, OH","AUS","Austin, TX",
"CVG","Cincinnati, OH","SRQ","Sarasota/Bradenton, FL",
"CVG","Cincinnati, OH","CHS","Charleston, SC",
"CVG","Cincinnati, OH","PBI","West Palm Beach/Palm Beach, FL",
"CVG","Cincinnati, OH","RIC","Richmond, VA",
"CVG","Cincinnati, OH","SAV","Savannah, GA",
"CVG","Cincinnati, OH","DLH","Duluth, MN",
"CVG","Cincinnati, OH","PHL","Philadelphia, PA",
"CVG","Cincinnati, OH","MNZ","Manassas, VA",
"CVG","Cincinnati, OH","ICT","Wichita, KS",
"CVG","Cincinnati, OH","DTW","Detroit, MI",
"CVG","Cincinnati, OH","CVG","Cincinnati, OH",
"CVG","Cincinnati, OH","SLC","Salt Lake City, UT",
"CVG","Cincinnati, OH","MSP","Minneapolis, MN",
"CVG","Cincinnati, OH","EWR","Newark, NJ",
"CVG","Cincinnati, OH","SLC","Salt Lake City, UT",
"CVG","Cincinnati, OH","BWI","Baltimore, MD",
"CVG","Cincinnati, OH","MSP","Minneapolis, MN",
"CVG","Cincinnati, OH","MKE","Milwaukee, WI",
"CVG","Cincinnati, OH","PVD","Providence, RI",
"CVG","Cincinnati, OH","BDL","Hartford, CT",
"CVG","Cincinnati, OH","RIC","Richmond, VA",
"CVG","Cincinnati, OH","ANC","Anchorage, AK",
"CVG","Cincinnati, OH","MCO","Orlando, FL",
"CVG","Cincinnati, OH","MEM","Memphis, TN",
"CVG","Cincinnati, OH","SDF","Louisville, KY",
"CVG","Cincinnati, OH","ANC","Anchorage, AK",
"CVG","Cincinnati, OH","JFK","New York, NY",
"CVG","Cincinnati, OH","DTW","Detroit, MI",
"CVG","Cincinnati, OH","EWR","Newark, NJ",
"CVG","Cincinnati, OH","TPA","Tampa, FL",
"CVG","Cincinnati, OH","CRW","Charleston/Dunbar, WV",
"CVG","Cincinnati, OH","MSP","Minneapolis, MN",
"CVG","Cincinnati, OH","RDU","Raleigh/Durham, NC",
"CVG","Cincinnati, OH","LGA","New York, NY",
"CVG","Cincinnati, OH","FLL","Fort Lauderdale, FL",
"CVG","Cincinnati, OH","BOS","Boston, MA",
"CVG","Cincinnati, OH","DCA","Washington, DC",
"CVG","Cincinnati, OH","MCO","Orlando, FL",
"CVG","Cincinnati, OH","DTW","Detroit, MI",
"CVG","Cincinnati, OH","LGA","New York, NY",
"CVG","Cincinnati, OH","FLL","Fort Lauderdale, FL",
"CVG","Cincinnati, OH","DCA","Washington, DC",
"CVG","Cincinnati, OH","ORD","Chicago, IL",
"CVG","Cincinnati, OH","EWR","Newark, NJ",
"CVG","Cincinnati, OH","CVG","Cincinnati, OH",
"CVG","Cincinnati, OH","MIA","Miami, FL",
"CVG","Cincinnati, OH","IAH","Houston, TX",
"CVG","Cincinnati, OH","ELP","El Paso, TX",
"CVG","Cincinnati, OH","GSO","Greensboro/High Point, NC",
"CVG","Cincinnati, OH","TPA","Tampa, FL",
"CVG","Cincinnati, OH","DEN","Denver, CO",
"CVG","Cincinnati, OH","SLC","Salt Lake City, UT",
"CVG","Cincinnati, OH","BWI","Baltimore, MD",
"CVG","Cincinnati, OH","PDX","Portland, OR",
"CVG","Cincinnati, OH","PHL","Philadelphia, PA",
"CVG","Cincinnati, OH","DFW","Dallas/Fort Worth, TX",
"CVG","Cincinnati, OH","BDL","Hartford, CT",
"CVG","Cincinnati, OH","ATL","Atlanta, GA",
"CVG","Cincinnati, OH","BOS","Boston, MA",
"CVG","Cincinnati, OH","LAL","Lakeland, FL",
"CVG","Cincinnati, OH","AUS","Austin, TX",
"CVG","Cincinnati, OH","MCI","Kansas City, MO",
"CVG","Cincinnati, OH","ROC","Rochester, NY",
"CVG","Cincinnati, OH","HRL","Harlingen/San Benito, TX",
"CVG","Cincinnati, OH","ORD","Chicago, IL",
"CVG","Cincinnati, OH","LAX","Los Angeles, CA",
"CVG","Cincinnati, OH","ANC","Anchorage, AK",
"CVG","Cincinnati, OH","JFK","New York, NY",
"CVG","Cincinnati, OH","ONT","Ontario, CA",
"CVG","Cincinnati, OH","MIA","Miami, FL",
"CVG","Cincinnati, OH","ORD","Chicago, IL",
"CVN","Clovis, NM","DEN","Denver, CO",
"CVO","Corvallis, OR","PDX","Portland, OR",
"CVO","Corvallis, OR","BFI","Seattle, WA",
"CVO","Corvallis, OR","LAX","Los Angeles, CA",
"CVO","Corvallis, OR","PHX","Phoenix, AZ",
"CVO","Corvallis, OR","BJC","Broomfield, CO",
"CVO","Corvallis, OR","PDX","Portland, OR",
"CWA","Mosinee, WI","MSP","Minneapolis, MN",
"CWA","Mosinee, WI","DTW","Detroit, MI",
"CWA","Mosinee, WI","MKE","Milwaukee, WI",
"CWA","Mosinee, WI","DTW","Detroit, MI",
"CWA","Mosinee, WI","ORD","Chicago, IL",
"CWA","Mosinee, WI","ORD","Chicago, IL",
"CWA","Mosinee, WI","MKE","Milwaukee, WI",
"CWA","Mosinee, WI","MSN","Madison, WI",
"CWA","Mosinee, WI","MSP","Minneapolis, MN",
"CXF","Coldfoot, AK","AKP","Anaktuvuk Pass, AK",
"CXF","Coldfoot, AK","AKP","Anaktuvuk Pass, AK",
"CXF","Coldfoot, AK","FAI","Fairbanks, AK",
"CXF","Coldfoot, AK","FAI","Fairbanks, AK",
"CXF","Coldfoot, AK","FAI","Fairbanks, AK",
"CYF","Chefornak, AK","BET","Bethel, AK",
"CYF","Chefornak, AK","KPN","Kipnuk, AK",
"CYF","Chefornak, AK","BET","Bethel, AK",
"CYF","Chefornak, AK","KPN","Kipnuk, AK",
"CYF","Chefornak, AK","NME","Nightmute, AK",
"CYF","Chefornak, AK","BET","Bethel, AK",
"CYF","Chefornak, AK","BET","Bethel, AK",
"CYF","Chefornak, AK","BET","Bethel, AK",
"CYF","Chefornak, AK","BET","Bethel, AK",
"CYF","Chefornak, AK","KPN","Kipnuk, AK",
"CYF","Chefornak, AK","BET","Bethel, AK",
"CYF","Chefornak, AK","BET","Bethel, AK",
"CYF","Chefornak, AK","BET","Bethel, AK",
"CYF","Chefornak, AK","BET","Bethel, AK",
"CYS","Cheyenne, WY","DEN","Denver, CO",
"CYS","Cheyenne, WY","LEX","Lexington, KY",
"CYS","Cheyenne, WY","BAD","Shreveport, LA",
"CZF","Cape Romanzof, AK","EMK","Emmonak, AK",
"CZN","Chisana, AK","TKJ","Tok, AK",
"DAB","Daytona Beach, FL","CLT","Charlotte, NC",
"DAB","Daytona Beach, FL","PHL","Philadelphia, PA",
"DAB","Daytona Beach, FL","PIT","Pittsburgh, PA",
"DAB","Daytona Beach, FL","CAE","Columbia, SC",
"DAB","Daytona Beach, FL","SAV","Savannah, GA",
"DAB","Daytona Beach, FL","CLT","Charlotte, NC",
"DAB","Daytona Beach, FL","ECP","Panama City, FL",
"DAB","Daytona Beach, FL","DFW","Dallas/Fort Worth, TX",
"DAB","Daytona Beach, FL","ATL","Atlanta, GA",
"DAB","Daytona Beach, FL","ATL","Atlanta, GA",
"DAB","Daytona Beach, FL","ATL","Atlanta, GA",
"DAB","Daytona Beach, FL","ATL","Atlanta, GA",
"DAB","Daytona Beach, FL","ATL","Atlanta, GA",
"DAB","Daytona Beach, FL","MCO","Orlando, FL",
"DAB","Daytona Beach, FL","GPT","Gulfport/Biloxi, MS",
"DAB","Daytona Beach, FL","MLB","Melbourne, FL",
"DAB","Daytona Beach, FL","VNY","Van Nuys, CA",
"DAL","Dallas, TX","HOU","Houston, TX",
"DAL","Dallas, TX","STL","St. Louis, MO",
"DAL","Dallas, TX","MTJ","Montrose/Delta, CO",
"DAL","Dallas, TX","ELP","El Paso, TX",
"DAL","Dallas, TX","OMA","Omaha, NE",
"DAL","Dallas, TX","TPA","Tampa, FL",
"DAL","Dallas, TX","DEN","Denver, CO",
"DAL","Dallas, TX","LAS","Las Vegas, NV",
"DAL","Dallas, TX","SAN","San Diego, CA",
"DAL","Dallas, TX","BWI","Baltimore, MD",
"DAL","Dallas, TX","RNO","Reno, NV",
"DAL","Dallas, TX","LBB","Lubbock, TX",
"DAL","Dallas, TX","HOU","Houston, TX",
"DAL","Dallas, TX","MSY","New Orleans, LA",
"DAL","Dallas, TX","BNA","Nashville, TN",
"DAL","Dallas, TX","ATL","Atlanta, GA",
"DAL","Dallas, TX","LAX","Los Angeles, CA",
"DAL","Dallas, TX","SJC","San Jose, CA",
"DAL","Dallas, TX","FLL","Fort Lauderdale, FL",
"DAL","Dallas, TX","PHX","Phoenix, AZ",
"DAL","Dallas, TX","AUS","Austin, TX",
"DAL","Dallas, TX","MDW","Chicago, IL",
"DAL","Dallas, TX","SNA","Santa Ana, CA",
"DAL","Dallas, TX","MCI","Kansas City, MO",
"DAL","Dallas, TX","MCO","Orlando, FL",
"DAL","Dallas, TX","ORD","Chicago, IL",
"DAL","Dallas, TX","STL","St. Louis, MO",
"DAL","Dallas, TX","SAT","San Antonio, TX",
"DAL","Dallas, TX","MTJ","Montrose/Delta, CO",
"DAL","Dallas, TX","CMH","Columbus, OH",
"DAL","Dallas, TX","ELP","El Paso, TX",
"DAL","Dallas, TX","ONT","Ontario, CA",
"DAL","Dallas, TX","SMF","Sacramento, CA",
"DAL","Dallas, TX","TPA","Tampa, FL",
"DAL","Dallas, TX","DEN","Denver, CO",
"DAL","Dallas, TX","SLC","Salt Lake City, UT",
"DAL","Dallas, TX","LAS","Las Vegas, NV",
"DAL","Dallas, TX","OAK","Oakland, CA",
"DAL","Dallas, TX","SAN","San Diego, CA",
"DAL","Dallas, TX","BWI","Baltimore, MD",
"DAL","Dallas, TX","RNO","Reno, NV",
"DAL","Dallas, TX","LBB","Lubbock, TX",
"DAL","Dallas, TX","MAF","Midland/Odessa, TX",
"DAL","Dallas, TX","AMA","Amarillo, TX",
"DAL","Dallas, TX","ABQ","Albuquerque, NM",
"DAL","Dallas, TX","CLT","Charlotte, NC",
"DAL","Dallas, TX","MEM","Memphis, TN",
"DAL","Dallas, TX","BHM","Birmingham, AL",
"DAL","Dallas, TX","HOU","Houston, TX",
"DAL","Dallas, TX","MSY","New Orleans, LA",
"DAL","Dallas, TX","BNA","Nashville, TN",
"DAL","Dallas, TX","LGA","New York, NY",
"DAL","Dallas, TX","TUL","Tulsa, OK",
"DAL","Dallas, TX","ATL","Atlanta, GA",
"DAL","Dallas, TX","LAX","Los Angeles, CA",
"DAL","Dallas, TX","FLL","Fort Lauderdale, FL",
"DAL","Dallas, TX","PHX","Phoenix, AZ",
"DAL","Dallas, TX","AUS","Austin, TX",
"DAL","Dallas, TX","MDW","Chicago, IL",
"DAL","Dallas, TX","SNA","Santa Ana, CA",
"DAL","Dallas, TX","ECP","Panama City, FL",
"DAL","Dallas, TX","HDN","Hayden, CO",
"DAL","Dallas, TX","MCI","Kansas City, MO",
"DAL","Dallas, TX","LGB","Long Beach, CA",
"DAL","Dallas, TX","DCA","Washington, DC",
"DAL","Dallas, TX","MCO","Orlando, FL",
"DAL","Dallas, TX","HRL","Harlingen/San Benito, TX",
"DAL","Dallas, TX","LIT","Little Rock, AR",
"DAL","Dallas, TX","SAN","San Diego, CA",
"DAL","Dallas, TX","LAX","Los Angeles, CA",
"DAL","Dallas, TX","SFO","San Francisco, CA",
"DAL","Dallas, TX","ATL","Atlanta, GA",
"DAL","Dallas, TX","DTW","Detroit, MI",
"DAL","Dallas, TX","SAT","San Antonio, TX",
"DAL","Dallas, TX","MSP","Minneapolis, MN",
"DAL","Dallas, TX","MEM","Memphis, TN",
"DAL","Dallas, TX","HOU","Houston, TX",
"DAL","Dallas, TX","PHL","Philadelphia, PA",
"DAL","Dallas, TX","MSY","New Orleans, LA",
"DAL","Dallas, TX","ATL","Atlanta, GA",
"DAL","Dallas, TX","MCO","Orlando, FL",
"DAL","Dallas, TX","OKC","Oklahoma City, OK",
"DAL","Dallas, TX","TUP","Tupelo, MS",
"DAL","Dallas, TX","MSY","New Orleans, LA",
"DAL","Dallas, TX","EGE","Eagle, CO",
"DAL","Dallas, TX","PHX","Phoenix, AZ",
"DAL","Dallas, TX","VNY","Van Nuys, CA",
"DAL","Dallas, TX","SCF","Phoenix, AZ",
"DAL","Dallas, TX","ASE","Aspen, CO",
"DAL","Dallas, TX","SFO","San Francisco, CA",
"DAL","Dallas, TX","ORD","Chicago, IL",
"DAL","Dallas, TX","CMH","Columbus, OH",
"DAL","Dallas, TX","RDU","Raleigh/Durham, NC",
"DAL","Dallas, TX","HOU","Houston, TX",
"DAL","Dallas, TX","BNA","Nashville, TN",
"DAL","Dallas, TX","BED","Bedford, MA",
"DAL","Dallas, TX","FLL","Fort Lauderdale, FL",
"DAL","Dallas, TX","PHX","Phoenix, AZ",
"DAL","Dallas, TX","FYV","Fayetteville, AR",
"DAL","Dallas, TX","LAS","Las Vegas, NV",
"DAL","Dallas, TX","HOU","Houston, TX",
"DAL","Dallas, TX","SEA","Seattle, WA",
"DAL","Dallas, TX","SEA","Seattle, WA",
"DAL","Dallas, TX","SEA","Seattle, WA",
"DAY","Dayton, OH","ORD","Chicago, IL",
"DAY","Dayton, OH","IAD","Washington, DC",
"DAY","Dayton, OH","ORD","Chicago, IL",
"DAY","Dayton, OH","DFW","Dallas/Fort Worth, TX",
"DAY","Dayton, OH","CLT","Charlotte, NC",
"DAY","Dayton, OH","PHL","Philadelphia, PA",
"DAY","Dayton, OH","CLT","Charlotte, NC",
"DAY","Dayton, OH","PHL","Philadelphia, PA",
"DAY","Dayton, OH","DFW","Dallas/Fort Worth, TX",
"DAY","Dayton, OH","SFB","Sanford, FL",
"DAY","Dayton, OH","PGD","Punta Gorda, FL",
"DAY","Dayton, OH","SFB","Sanford, FL",
"DAY","Dayton, OH","PIE","St. Petersburg, FL",
"DAY","Dayton, OH","CLT","Charlotte, NC",
"DAY","Dayton, OH","DCA","Washington, DC",
"DAY","Dayton, OH","STL","St. Louis, MO",
"DAY","Dayton, OH","CPS","St. Louis, MO",
"DAY","Dayton, OH","IFP","Bullhead City, AZ",
"DAY","Dayton, OH","BNA","Nashville, TN",
"DAY","Dayton, OH","DTW","Detroit, MI",
"DAY","Dayton, OH","GSO","Greensboro/High Point, NC",
"DAY","Dayton, OH","DAY","Dayton, OH",
"DAY","Dayton, OH","PHL","Philadelphia, PA",
"DAY","Dayton, OH","PIT","Pittsburgh, PA",
"DAY","Dayton, OH","RIC","Richmond, VA",
"DAY","Dayton, OH","GPT","Gulfport/Biloxi, MS",
"DAY","Dayton, OH","RIC","Richmond, VA",
"DAY","Dayton, OH","CNO","Chino, CA",
"DAY","Dayton, OH","MEM","Memphis, TN",
"DAY","Dayton, OH","ATL","Atlanta, GA",
"DAY","Dayton, OH","DTW","Detroit, MI",
"DAY","Dayton, OH","MCI","Kansas City, MO",
"DAY","Dayton, OH","MIA","Miami, FL",
"DAY","Dayton, OH","ORD","Chicago, IL",
"DBQ","Dubuque, IA","ORD","Chicago, IL",
"DBQ","Dubuque, IA","GPT","Gulfport/Biloxi, MS",
"DBQ","Dubuque, IA","MCI","Kansas City, MO",
"DCA","Washington, DC","MIA","Miami, FL",
"DCA","Washington, DC","ORD","Chicago, IL",
"DCA","Washington, DC","DFW","Dallas/Fort Worth, TX",
"DCA","Washington, DC","MCO","Orlando, FL",
"DCA","Washington, DC","DFW","Dallas/Fort Worth, TX",
"DCA","Washington, DC","DAY","Dayton, OH",
"DCA","Washington, DC","CRW","Charleston/Dunbar, WV",
"DCA","Washington, DC","CLT","Charlotte, NC",
"DCA","Washington, DC","MEM","Memphis, TN",
"DCA","Washington, DC","BHM","Birmingham, AL",
"DCA","Washington, DC","STL","St. Louis, MO",
"DCA","Washington, DC","TPA","Tampa, FL",
"DCA","Washington, DC","DAL","Dallas, TX",
"DCA","Washington, DC","BNA","Nashville, TN",
"DCA","Washington, DC","ATL","Atlanta, GA",
"DCA","Washington, DC","FLL","Fort Lauderdale, FL",
"DCA","Washington, DC","MDW","Chicago, IL",
"DCA","Washington, DC","MCO","Orlando, FL",
"DCA","Washington, DC","PBI","West Palm Beach/Palm Beach, FL",
"DCA","Washington, DC","IAH","Houston, TX",
"DCA","Washington, DC","ORD","Chicago, IL",
"DCA","Washington, DC","IAH","Houston, TX",
"DCA","Washington, DC","SLC","Salt Lake City, UT",
"DCA","Washington, DC","MSP","Minneapolis, MN",
"DCA","Washington, DC","DFW","Dallas/Fort Worth, TX",
"DCA","Washington, DC","TUS","Tucson, AZ",
"DCA","Washington, DC","ICT","Wichita, KS",
"DCA","Washington, DC","COS","Colorado Springs, CO",
"DCA","Washington, DC","SLC","Salt Lake City, UT",
"DCA","Washington, DC","LAX","Los Angeles, CA",
"DCA","Washington, DC","DTW","Detroit, MI",
"DCA","Washington, DC","MSP","Minneapolis, MN",
"DCA","Washington, DC","ATL","Atlanta, GA",
"DCA","Washington, DC","ATL","Atlanta, GA",
"DCA","Washington, DC","ATL","Atlanta, GA",
"DCA","Washington, DC","CLT","Charlotte, NC",
"DCA","Washington, DC","DFW","Dallas/Fort Worth, TX",
"DCA","Washington, DC","LGA","New York, NY",
"DCA","Washington, DC","BOS","Boston, MA",
"DCA","Washington, DC","CLT","Charlotte, NC",
"DCA","Washington, DC","DFW","Dallas/Fort Worth, TX",
"DCA","Washington, DC","CLT","Charlotte, NC",
"DCA","Washington, DC","DFW","Dallas/Fort Worth, TX",
"DCA","Washington, DC","MIA","Miami, FL",
"DCA","Washington, DC","LAX","Los Angeles, CA",
"DCA","Washington, DC","PHX","Phoenix, AZ",
"DCA","Washington, DC","CLE","Cleveland, OH",
"DCA","Washington, DC","DTW","Detroit, MI",
"DCA","Washington, DC","MIA","Miami, FL",
"DCA","Washington, DC","ORD","Chicago, IL",
"DCA","Washington, DC","CMH","Columbus, OH",
"DCA","Washington, DC","EWR","Newark, NJ",
"DCA","Washington, DC","VPS","Valparaiso, FL",
"DCA","Washington, DC","TPA","Tampa, FL",
"DCA","Washington, DC","EYW","Key West, FL",
"DCA","Washington, DC","JAX","Jacksonville, FL",
"DCA","Washington, DC","IND","Indianapolis, IN",
"DCA","Washington, DC","MSY","New Orleans, LA",
"DCA","Washington, DC","IAD","Washington, DC",
"DCA","Washington, DC","LGA","New York, NY",
"DCA","Washington, DC","ECP","Panama City, FL",
"DCA","Washington, DC","SRQ","Sarasota/Bradenton, FL",
"DCA","Washington, DC","JFK","New York, NY",
"DCA","Washington, DC","RSW","Fort Myers, FL",
"DCA","Washington, DC","PNS","Pensacola, FL",
